val_BLEU_4,epoch,train_loss,val_BLEU_1,val_BLEU_2,val_BLEU_3,val_METEOR,val_ROUGE_L,val_CIDER,time,seed,best_model_from
0.1139262671024411,12,0.7497684632738432,0.3549298260134708,0.2203761109161209,0.1551220496772251,0.1468447392330542,0.2989879314411225,0.3347248340861463,Tue Oct 25 17:47:49 2022,2022,val
0.1139262671024411,12,0.7497684632738432,0.3549298260134708,0.2203761109161209,0.1551220496772251,0.1468447392330542,0.2989879314411225,0.3347248340861463,Tue Nov  1 06:16:04 2022,2022,val
0.108505773563927,35,0.1201992665727933,0.3548707369123113,0.2158469809116672,0.1479115397228452,0.1399382296648959,0.2805753380043741,0.2333783396763435,Sat Nov 12 01:38:12 2022,2022,val
0.15328047065948147,1,3.768170048793157,0.421797710677195,0.27086533536283464,0.19779152456521396,0.16240823143660138,0.32858132977037785,0.35431410770569954,Sat Nov 12 19:58:13 2022,2022,val
